"MotifID","Position","Strand","Frm","Coverage","n_samples"
778,1630474,"+",94.2875714285714,70,2
779,1634930,"+",100,104,2
780,1636415,"+",98.7184615384615,78,2
781,1637382,"+",94.9125423728814,59,2
782,1638942,"+",98.0806730769231,104,2
783,1641469,"+",100,118,2
784,1641481,"+",97.9772727272727,99,2
785,1642690,"+",91.7635294117647,85,2
786,1643710,"+",99.0025,100,2
787,1643890,"+",99.0681308411215,107,2
788,1651161,"+",94.9355696202532,79,2
789,1653505,"+",93.3336666666667,60,2
790,1656830,"+",99.0408653846154,104,2
791,1659770,"+",96.4280952380953,84,2
792,1664177,"+",100,110,2
793,1665383,"+",100,108,2
794,1665429,"+",100,111,2
795,1665546,"+",98.0561165048544,103,2
796,1667870,"+",100,113,2
797,1668216,"+",93.0213953488372,86,2
798,1669426,"+",91.6671875,96,2
799,1671055,"+",100,114,2
800,1671592,"+",91.1383544303797,79,2
801,1671913,"+",93.3348,75,2
802,1677538,"+",99.2071428571429,126,2
803,1682606,"+",98.9879797979798,99,2
804,1683581,"+",100,121,2
805,1683614,"+",99.2086507936508,126,2
806,1684262,"+",99.1508474576271,118,2
807,1685255,"+",94.2140495867769,121,2
808,1686343,"+",90.5894117647059,85,2
809,1687804,"+",100,118,2
810,1690241,"+",100,126,2
811,1690442,"+",83.7255813953488,86,2
812,1703373,"+",97.2255555555556,108,2
813,1703816,"+",96.7021978021978,91,2
814,1704359,"+",100,116,2
815,1704576,"+",91.1405063291139,79,2
816,1708744,"+",100,108,2
817,1709194,"+",100,97,2
818,1709917,"+",100,106,2
819,1710407,"+",89.4731578947368,57,2
820,1711449,"+",97.7003448275862,87,2
821,1715906,"+",99.1425641025641,117,2
822,1717790,"+",97.3891304347826,115,2
823,1719878,"+",98.0407843137255,102,2
824,1720984,"+",99.1249122807017,114,2
825,1723613,"+",98.9024175824176,91,2
826,1724096,"+",95.382,65,2
827,1725214,"+",89.585625,48,2
828,1731667,"+",98.002,100,2
829,1732007,"+",97.324375,112,2
830,1736227,"+",95.7878947368421,95,2
831,1736779,"+",99.1249122807017,114,2
832,1741416,"+",100,96,2
833,1741943,"+",99.0179411764706,102,2
834,1742572,"+",100,125,2
835,1743501,"+",93.74625,64,2
836,1744022,"+",99.1616806722689,119,2
837,1746134,"+",100,83,2
838,1748215,"+",96.5217391304348,115,2
839,1753785,"+",100,93,2
840,1755728,"+",98.2,111,2
841,1757768,"+",97.7018390804598,87,2
842,1758315,"+",97.9571428571429,98,2
843,1761558,"+",100,122,2
844,1762069,"+",98.9795918367347,98,2
845,1763767,"+",98.8775280898876,89,2
846,1769211,"+",98.15,108,2
847,1774310,"+",99.1861788617886,123,2
848,1775377,"+",100,81,2
849,1776309,"+",99.1538983050847,118,2
850,1776822,"+",96.1553846153846,104,2
851,1777116,"+",97.3454867256637,113,2
852,1777931,"+",97.1445714285714,105,2
853,1778102,"+",98.2752586206897,116,2
854,1779221,"+",96.4871929824562,114,2
855,1781517,"+",93.9984,100,2
856,1783338,"+",99.1596638655462,119,2
857,1785613,"+",99.009900990099,101,2
858,1786808,"+",99.0466666666667,105,2
859,1788050,"+",97.78,90,2
860,1791110,"+",97.0012,100,2
861,1792844,"+",87.49875,72,2
862,1796267,"+",100,75,2
863,1798925,"+",94.9353164556962,79,2
864,1801125,"+",100,85,2
865,1802082,"+",91.7525773195876,97,2
866,1804090,"+",96.1057142857143,77,2
867,1807467,"+",100,87,2
868,1811263,"+",90.2788888888889,72,2
869,1812493,"+",97.62,84,2
870,1813007,"+",98.0615533980583,103,2
871,1815860,"+",80.7225301204819,83,2
872,1816063,"+",100,121,2
873,1816534,"+",99.1017117117117,111,2
874,1820558,"+",98.989898989899,99,2
875,1825497,"+",100,96,2
876,1827498,"+",100,83,2
877,1827555,"+",97.4402564102564,78,2
878,1828139,"+",100,126,2
879,1828394,"+",100,106,2
880,1830760,"+",100,91,2
881,1834302,"+",96.4698823529412,85,2
882,1835182,"+",95.9989333333333,75,2
883,1836027,"+",87.0403703703704,54,2
884,1837939,"+",95.3493023255814,43,2
885,1845903,"+",96.8411578947368,95,2
886,1851482,"+",93.5892307692308,78,2
887,1853768,"+",98.7928915662651,83,2
888,1854200,"+",100,105,2
889,1856258,"+",92.0028,50,2
890,1858540,"+",100,79,2
891,1861096,"+",98.3616393442623,61,2
892,1866258,"+",95.9975,100,2
893,1867078,"+",84.5257142857143,84,2
894,1871045,"+",98.5641007194245,139,2
895,1873535,"+",99.1231578947368,114,2
896,1877944,"+",95.309375,128,2
897,1878974,"+",91.99584,125,2
898,1884724,"+",95.9343089430894,123,2
899,1885243,"+",98.5735,140,2
900,1885510,"+",98.4598461538462,130,2
901,1890895,"+",98.2731034482759,116,2
902,1892596,"+",92.9274747474747,99,2
903,1895547,"+",98.318487394958,119,2
904,1896441,"+",97.1674468085106,141,2
905,1904530,"+",95.455,66,2
906,1908211,"+",96.8988372093023,129,2
907,1908715,"+",93.9144347826087,115,2
908,1909044,"+",93.75,112,2
909,1909204,"+",93.7509375,128,2
910,1911286,"+",99.258962962963,135,2
911,1919347,"+",99.2916312056738,141,2
912,1923423,"+",98.4735877862595,131,2
913,1925491,"+",97.4125,116,2
914,1926144,"+",100,124,2
915,1927921,"+",98.2125,112,2
916,1928759,"+",99.0295145631068,103,2
917,1928949,"+",99.3236486486486,148,2
918,1929117,"+",98.6506756756757,148,2
919,1934472,"+",94.7373684210526,57,2
920,1935306,"+",100,99,2
921,1937061,"+",99.0283495145631,103,2
922,1940850,"+",98.7335443037975,158,2
923,1942118,"+",100,153,2
924,1944440,"+",97.602,125,2
925,1944867,"+",99.23,130,2
926,1947697,"+",92.9584507042253,71,2
927,1950943,"+",98.2442105263158,114,2
928,1951330,"+",94.2586885245902,122,2
929,1955486,"+",100,134,2
930,1955513,"+",99.2055555555556,126,2
931,1955599,"+",97.5,80,2
932,1962517,"+",99.1938709677419,124,2
933,1963747,"+",98.8877777777778,90,2
934,1964365,"+",99.2155118110236,127,2
935,1964749,"+",100,122,2
936,1968960,"+",98.7971084337349,83,2
937,1970267,"+",100,111,2
938,1972838,"+",100,94,2
939,1973139,"+",98.4872727272727,66,2
940,1973924,"+",100,102,2
941,1974224,"+",93.1037931034483,58,2
942,1974499,"+",100,73,2
943,1975799,"+",100,106,2
944,1976480,"+",99.001,100,2
945,1979183,"+",100,115,2
946,1980387,"+",97.7297727272727,88,2
947,1981757,"+",97.405974025974,77,2
948,1984017,"+",91.1083333333333,90,2
949,1984026,"+",92.7820618556701,97,2
950,1984949,"+",97.0610294117647,68,2
951,1986386,"+",100,94,2
952,1988489,"+",100,88,2
953,1993856,"+",97.3945217391304,115,2
954,1997019,"+",98.4110317460318,126,2
955,1998845,"+",94.2540229885058,87,2
956,2002180,"+",100,76,2
957,2002408,"+",99.0923636363636,110,2
958,2011518,"+",98.2485964912281,114,2
959,2011857,"+",100,125,2
960,2012281,"+",99.220703125,128,2
961,2012887,"+",93.0736633663366,101,2
962,2023239,"+",100,123,2
963,2023470,"+",99.1658333333333,120,2
964,2027146,"+",99.0767592592593,108,2
965,2027185,"+",100,109,2
966,2028860,"+",100,104,2
967,2030681,"+",100,87,2
968,2031928,"+",96.3329357798165,109,2
969,2038383,"+",97.4338461538462,78,2
970,2040177,"+",95.9464864864865,74,2
971,2042138,"+",98.6817105263158,76,2
972,2045125,"+",96.3650909090909,110,2
973,2045803,"+",100,121,2
974,2046554,"+",97.002,100,2
975,2046968,"+",73.0185714285714,63,2
976,2047337,"+",97.5880722891566,83,2
977,2048458,"+",97.4701265822785,79,2
978,2052520,"+",95.792,95,2
979,2052569,"+",99.02,102,2
980,2053106,"+",98.959375,96,2
981,2056583,"+",100,111,2
982,2057606,"+",100,118,2
983,2060506,"+",100,114,2
984,2063462,"+",100,95,2
985,2066200,"+",99.1393103448276,116,2
986,2066381,"+",99.0211764705882,102,2
987,2070341,"+",97.4018181818182,77,2
988,2071982,"+",97.918125,96,2
989,2072924,"+",98.9981,100,2
990,2078612,"+",99.0581132075472,106,2
991,2079339,"+",100,114,2
992,2080419,"+",100,106,2
993,2080746,"+",99.0848623853211,109,2
994,2080837,"+",100,100,2
995,2084195,"+",94.1182352941177,68,2
996,2085048,"+",85.42,48,2
997,2089975,"+",94.8301724137931,58,2
998,2090042,"+",89.3625531914894,47,2
999,2090637,"+",98.1472222222222,54,2
1000,2091711,"+",78.9505263157895,57,2
1001,2093076,"+",100,74,2
1002,2093676,"+",100,65,2
1003,2097928,"+",100,91,2
1004,2098778,"+",96.2017721518987,79,2
1005,2098982,"+",100,75,2
1006,2104532,"+",98.3984,125,2
1007,2110876,"+",98.9923232323232,99,2
1008,2110957,"+",99.0192156862745,102,2
1009,2111146,"+",98.0174257425743,101,2
1010,2116984,"+",92.8548979591837,98,2
1011,2118135,"+",97.4778151260504,119,2
1012,2118727,"+",93.4782608695652,92,2
1013,2119556,"+",99.0465714285714,105,2
1014,2121337,"+",100,141,2
1015,2124240,"+",96.1561538461539,78,2
1016,2125599,"+",95.001625,80,2
1017,2144024,"+",72.5505882352941,51,2
1018,2144821,"+",98.9243010752688,93,2
1019,2146835,"+",94.7384210526316,76,2
1020,2148023,"+",98.1849090909091,110,2
1021,2152323,"+",100,101,2
1022,2153439,"+",93.3364444444444,90,2
1023,2157724,"+",100,99,2
1024,2165117,"+",100,88,2
1025,2168483,"+",95.2395238095238,84,2
1026,2168950,"+",100,101,2
1027,2173600,"+",100,86,2
1028,2175067,"+",97.9141666666666,96,2
1029,2178418,"+",98.8393023255814,86,2
1030,2178487,"+",93.7484375,64,2
1031,2182195,"+",98.6865789473684,76,2
1032,2183744,"+",99.010297029703,101,2
1033,2184481,"+",100,102,2
1034,2184809,"+",100,109,2
1035,2187814,"+",100,91,2
1036,2188086,"+",77.9426470588235,68,2
1037,2189980,"+",93.3327777777778,90,2
1038,2190669,"+",98.9157608695652,92,2
1039,2190696,"+",96.7415217391304,92,2
1040,2190852,"+",97.1052173913044,69,2
1041,2190972,"+",100,103,2
1042,2192384,"+",99.0368269230769,104,2
1043,2197115,"+",100,89,2
1044,2197770,"+",100,77,2
1045,2197872,"+",92.0006,50,2
1046,2198690,"+",99.001,100,2
1047,2199552,"+",100,99,2
1048,2203685,"+",100,101,2
1049,2203895,"+",100,90,2
1050,2204376,"+",97.6462352941176,85,2
1051,2204643,"+",92.7536231884058,69,2
1052,2208032,"+",98.9911111111111,99,2
1053,2208493,"+",86.21,58,2
1054,2209352,"+",97.8030769230769,91,2
1055,2212856,"+",100,98,2
1056,2213336,"+",98.8654545454545,88,2
1057,2214563,"+",84.9991666666667,60,2
1058,2215500,"+",98.6494594594595,74,2
1059,2215720,"+",99.0388461538462,104,2
1060,2218413,"+",100,90,2
1061,2221246,"+",98.4133333333333,63,2
1062,2221732,"+",98.8254117647059,85,2
1063,2225687,"+",98.8768539325843,89,2
1064,2226178,"+",95.4559090909091,66,2
1065,2229372,"+",100,99,2
1066,2230937,"+",99.0583018867924,106,2
1067,2231954,"+",88.7349295774648,71,2
1068,2232599,"+",98.0028,100,2
1069,2235228,"+",86.7673529411765,68,2
1070,2236674,"+",92.5911111111111,81,2
1071,2239187,"+",98.9707216494845,97,2
1072,2240272,"+",86.951884057971,69,2
1073,2241180,"+",93.75,64,2
1074,2241789,"+",100,104,2
1075,2247924,"+",98.9477894736842,95,2
1076,2249366,"+",100,93,2
1077,2250311,"+",92.6610091743119,109,2
1078,2250521,"+",94.3660563380282,71,2
1079,2254581,"+",100,113,2
1080,2255175,"+",100,84,2
1081,2258847,"+",98.748625,80,2
1082,2260429,"+",97.5634146341464,82,2
1083,2260696,"+",96.2962962962963,81,2
1084,2260993,"+",98.135046728972,107,2
1085,2262885,"+",100,96,2
1086,2264071,"+",86.7676470588235,68,2
1087,2266110,"+",94.9176271186441,59,2
1088,2267755,"+",98.8090476190476,84,2
1089,2268220,"+",100,95,2
1090,2268583,"+",100,102,2
1091,2268643,"+",97.1435714285714,70,2
1092,2270682,"+",95.9158163265306,98,2
1093,2271759,"+",97.7984615384615,91,2
1094,2272354,"+",88.2376470588235,68,2
1095,2273014,"+",97.5292592592593,81,2
1096,2274195,"+",100,86,2
1097,2275444,"+",98.6641333333333,75,2
1098,2275573,"+",96.43,56,2
1099,2275931,"+",96.72,61,2
1100,2279083,"+",96.6636666666667,60,2
1101,2280608,"+",100,87,2
1102,2282767,"+",98.6301369863014,73,2
1103,2284042,"+",100,74,2
1104,2286945,"+",98.8768539325843,89,2
1105,2291924,"+",100,70,2
1106,2292011,"+",96.1018181818182,77,2
1107,2293740,"+",98.8247058823529,85,2
1108,2293823,"+",93.6163829787234,94,2
1109,2294343,"+",98.7809756097561,82,2
1110,2295780,"+",99.0211764705882,102,2
1111,2297969,"+",95.2342857142857,84,2
1112,2299459,"+",100,103,2
1113,2299624,"+",97.0338613861386,101,2
1114,2299750,"+",100,90,2
1115,2303672,"+",100,115,2
1116,2304425,"+",98.9909090909091,99,2
1117,2307449,"+",100,92,2
1118,2311936,"+",98.6825,76,2
1119,2316119,"+",98.7809756097561,82,2
1120,2316951,"+",95.835,72,2
1121,2317967,"+",98.81,84,2
1122,2319956,"+",100,92,2
1123,2320058,"+",81.0341379310345,58,2
1124,2320151,"+",100,79,2
1125,2320238,"+",100,74,2
1126,2320256,"+",100,71,2
1127,2320292,"+",92.8557142857143,56,2
1128,2323938,"+",92.6467647058823,68,2
1129,2324133,"+",98.335,60,2
1130,2326350,"+",96.2944444444445,81,2
1131,2326841,"+",100,79,2
1132,2327692,"+",98.4863636363636,66,2
1133,2329696,"+",95.6515942028986,69,2
1134,2336585,"+",97.3721052631579,76,2
1135,2336747,"+",93.2418918918919,74,2
1136,2337862,"+",98.936170212766,94,2
1137,2338990,"+",100,98,2
1138,2339188,"+",98.8212941176471,85,2
1139,2340598,"+",95.2409523809524,63,2
1140,2342423,"+",100,69,2
1141,2342651,"+",100,76,2
1142,2343215,"+",100,90,2
1143,2343967,"+",100,92,2
1144,2345278,"+",96.8442105263158,95,2
1145,2348752,"+",98.7356962025316,79,2
1146,2349371,"+",100,63,2
1147,2349896,"+",98.75075,80,2
1148,2350035,"+",97.2222222222222,72,2
1149,2350148,"+",100,80,2
1150,2350589,"+",100,78,2
1151,2354782,"+",91.7820547945205,73,2
1152,2356053,"+",100,82,2
1153,2357403,"+",97.9374226804124,97,2
1154,2357670,"+",98.9888888888889,99,2
1155,2359614,"+",100,105,2
1156,2360134,"+",98.876404494382,89,2
1157,2361361,"+",99.1681666666667,120,2
1158,2361422,"+",98.9820408163265,98,2
1159,2362902,"+",98.7179487179487,78,2
1160,2364159,"+",89.7417948717949,78,2
1161,2364903,"+",96.2252830188679,106,2
1162,2365303,"+",100,102,2
1163,2368445,"+",90.6664,75,2
1164,2368559,"+",90.4106849315069,73,2
1165,2370825,"+",98.0964761904762,105,2
1166,2378737,"+",98.6127777777778,72,2
1167,2380991,"+",97.5292592592593,81,2
1168,2382228,"+",96.383734939759,83,2
1169,2383768,"+",96.5927272727273,88,2
1170,2386820,"+",78.7208510638298,47,2
1171,2391002,"+",97.0179104477612,67,2
1172,2394770,"+",96.5472413793103,87,2
1173,2394997,"+",96.6994505494506,91,2
1174,2396769,"+",83.5859701492537,67,2
1175,2397322,"+",92.9821052631579,57,2
1176,2397798,"+",97.9175,96,2
1177,2400149,"+",98.9264516129032,93,2
1178,2404705,"+",98.4595384615385,65,2
1179,2407505,"+",100,89,2
1180,2411930,"+",88.332,60,2
1181,2412628,"+",98.6481081081081,74,2
1182,2413362,"+",100,48,2
1183,2413585,"+",100,57,2
1184,2414208,"+",95.5573333333333,45,2
1185,2414751,"+",95.654347826087,46,2
1186,2416226,"+",100,61,2
1187,2418107,"+",98.4854545454545,66,2
1188,2418219,"+",95.0025,40,2
1189,2418228,"+",100,63,2
1190,2418867,"+",98.1488888888889,54,2
1191,2420389,"+",94.7368421052632,57,2
1192,2422737,"+",98.1825454545454,55,2
1193,2424310,"+",85,40,2
1194,2428318,"+",100,53,2
1195,2428749,"+",98.5275,68,2
1196,2429492,"+",100,47,2
1197,2431144,"+",100,63,2
1198,2435491,"+",97.7272727272727,44,2
1199,2436812,"+",85.996,50,2
1200,2438021,"+",98.5521739130435,69,2
1201,2439489,"+",100,66,2
1202,2443030,"+",100,67,2
1203,2444744,"+",94.9996666666667,60,2
1204,2446161,"+",100,79,2
1205,2446823,"+",100,72,2
1206,2448489,"+",100,60,2
1207,2449059,"+",100,66,2
1208,2450344,"+",100,62,2
1209,2457754,"+",100,74,2
1210,2458504,"+",97.2244444444444,72,2
1211,2458612,"+",100,77,2
1212,2459072,"+",97.9591836734694,49,2
1213,2461252,"+",84.3158823529412,51,2
1214,2461522,"+",100,83,2
1215,2463856,"+",100,71,2
1216,2466283,"+",100,67,2
1217,2471913,"+",96.6628888888889,90,2
1218,2472303,"+",100,92,2
1219,2472657,"+",100,78,2
1220,2475683,"+",92.8564285714286,70,2
1221,2481373,"+",98.9924242424242,99,2
1222,2481497,"+",95.9633333333333,99,2
1223,2481829,"+",100,100,2
1224,2483404,"+",100,72,2
1225,2483621,"+",97.5909638554217,83,2
1226,2483876,"+",97.8712765957447,47,2
1227,2485301,"+",99,100,2
1228,2486801,"+",100,92,2
1229,2490404,"+",98.6988311688312,77,2
1230,2490655,"+",100,80,2
1231,2493444,"+",96.8266666666667,63,2
1232,2493666,"+",97.5615853658536,82,2
1233,2494294,"+",98.752,80,2
1234,2497763,"+",98.4390625,64,2
1235,2498473,"+",100,52,2
1236,2498775,"+",93.6684810126582,79,2
1237,2501909,"+",100,71,2
1238,2503108,"+",94.2853333333333,105,2
1239,2503910,"+",96.8244444444445,63,2
1240,2504391,"+",98.1794545454545,55,2
1241,2504633,"+",98.7007792207792,77,2
1242,2505356,"+",98.7939759036145,83,2
1243,2505866,"+",100,93,2
1244,2506142,"+",100,88,2
1245,2506184,"+",98.81,84,2
1246,2508170,"+",96.88,64,2
1247,2509515,"+",94.1177647058824,85,2
1248,2513967,"+",100,112,2
1249,2514039,"+",95.8682644628099,121,2
1250,2516779,"+",96.8392631578947,95,2
1251,2518039,"+",100,95,2
1252,2518367,"+",95.998,75,2
1253,2520168,"+",100,67,2
1254,2520283,"+",100,85,2
1255,2523204,"+",98.6857894736842,76,2
1256,2524923,"+",94.0298507462687,67,2
1257,2527718,"+",88.7349295774648,71,2
1258,2528590,"+",92.0638095238095,63,2
1259,2530793,"+",100,90,2
1260,2532440,"+",90.7931578947368,76,2
1261,2532620,"+",97.7279545454546,88,2
1262,2532725,"+",90.9080303030303,66,2
1263,2533064,"+",100,84,2
1264,2533229,"+",100,91,2
1265,2534095,"+",94.5227397260274,73,2
1266,2536159,"+",96.3855421686747,83,2
1267,2537985,"+",97.1876056338028,71,2
1268,2538806,"+",100,78,2
1269,2539826,"+",92.31,78,2
1270,2541369,"+",100,100,2
1271,2541819,"+",100,96,2
1272,2543459,"+",97.334,75,2
1273,2559716,"+",100,80,2
1274,2560580,"+",98.5908450704225,71,2
1275,2565602,"+",100,80,2
1276,2566159,"+",100,103,2
1277,2567197,"+",98.6491891891892,74,2
1278,2567482,"+",98.6656,75,2
1279,2568175,"+",91.3065217391304,69,2
1280,2571921,"+",94.4466666666667,72,2
1281,2572803,"+",100,99,2
1282,2574126,"+",100,84,2
1283,2575200,"+",100,87,2
1284,2576257,"+",98.9343617021277,94,2
1285,2577472,"+",97.4701265822785,79,2
1286,2579836,"+",97.4353846153846,78,2
1287,2579904,"+",100,96,2
1288,2580162,"+",100,92,2
1289,2591324,"+",100,73,2
1290,2593039,"+",96.87359375,64,2
1291,2593195,"+",100,75,2
1292,2593636,"+",98.7194871794872,78,2
1293,2593822,"+",98.6649333333333,75,2
1294,2594062,"+",100,83,2
1295,2594715,"+",98.0008,50,2
1296,2597793,"+",96.0525,76,2
1297,2600160,"+",97.5609756097561,82,2
1298,2602125,"+",100,92,2
1299,2603759,"+",98.824,85,2
1300,2604170,"+",99.055,106,2
1301,2607429,"+",95.9475675675676,74,2
1302,2608537,"+",92.5380597014925,67,2
1303,2609290,"+",96.6101694915254,59,2
1304,2610603,"+",92.4046835443038,79,2
1305,2612466,"+",100,100,2
1306,2615075,"+",90.4766666666667,63,2
1307,2628108,"+",95.0814754098361,61,2
1308,2630529,"+",96.3404878048781,82,2
1309,2630947,"+",98.8510344827586,87,2
1310,2632188,"+",98.7194871794872,78,2
1311,2634875,"+",100,90,2
1312,2637648,"+",90.1645901639344,61,2
1313,2638404,"+",93.4194736842105,76,2
1314,2645185,"+",88.3325,60,2
1315,2646961,"+",100,98,2
1316,2647122,"+",100,91,2
1317,2648183,"+",100,84,2
1318,2649530,"+",79.1688888888889,72,2
1319,2651850,"+",98.7674074074074,81,2
1320,2653237,"+",100,69,2
1321,2655372,"+",100,93,2
1322,2660123,"+",96.7735483870968,62,2
1323,2662674,"+",95.31328125,64,2
1324,2663171,"+",94.1868604651163,86,2
1325,2665433,"+",100,101,2
1326,2668280,"+",98.0581553398058,103,2
1327,2670267,"+",100,107,2
1328,2675268,"+",100,100,2
1329,2676494,"+",99.1610924369748,119,2
1330,2685330,"+",100,123,2
1331,2688000,"+",85.7157142857143,35,2
1332,2698014,"+",100,83,2
1333,2700650,"+",100,111,2
1334,2708205,"+",99.0319417475728,103,2
1335,2710674,"+",100,82,2
1336,2725888,"+",100,75,2
1337,2729004,"+",100,59,2
1338,2729107,"+",91.1752941176471,34,2
1339,2732364,"+",100,75,2
1340,2734224,"+",93.844,65,2
1341,2735040,"+",95.2419047619048,63,2
1342,2737264,"+",100,82,2
1343,2737527,"+",100,87,2
1344,2741080,"+",97.8968421052632,95,2
1345,2742961,"+",98.7946987951807,83,2
1346,2745554,"+",94.3364150943396,53,2
1347,2747830,"+",69.6966666666667,33,2
1348,2748969,"+",86.5373076923077,52,2
1349,2757008,"+",89.4768421052631,95,2
1350,2759461,"+",96.3869879518072,83,2
1351,2760130,"+",96.25125,80,2
1352,2765990,"+",96.1051948051948,77,2
1353,2768071,"+",91.8334693877551,49,2
1354,2769254,"+",93.5926923076923,78,2
1355,2770260,"+",81.9168085106383,94,2
1356,2771534,"+",100,103,2
1357,2773020,"+",100,82,2
1358,2773032,"+",98.9141304347826,92,2
1359,2773625,"+",99.075,108,2
1360,2778004,"+",95.6061538461538,91,2
1361,2779538,"+",95.6482608695652,92,2
1362,2781030,"+",98.9915151515151,99,2
1363,2782766,"+",95.1432038834951,103,2
1364,2783629,"+",98.9357446808511,94,2
1365,2785719,"+",98.7202564102564,78,2
1366,2787989,"+",100,89,2
1367,2788755,"+",97.2963513513514,74,2
1368,2789885,"+",98.3598360655738,61,2
1369,2790164,"+",98.3037288135593,59,2
1370,2791902,"+",86.115,36,2
1371,2792588,"+",94.4433333333333,36,2
1372,2794727,"+",98.752,80,2
1373,2795401,"+",98.6315068493151,73,2
